# Time, Phi
3.419419419419419626e+01,3.012181598336983068e+00
3.427427427427427631e+01,3.020000502504839091e+00
3.435435435435435636e+01,3.027784098275545510e+00
3.443443443443443641e+01,3.035519296627379848e+00
3.451451451451451646e+01,3.043193929465303427e+00
3.459459459459459651e+01,3.050796848224306856e+00
3.467467467467467657e+01,3.058318010062635040e+00
3.475475475475475662e+01,3.065748551088130824e+00
3.483483483483483667e+01,3.073080846202245198e+00
3.491491491491491672e+01,3.080308555288270966e+00
3.499499499499499677e+01,3.087426655611776649e+00
3.507507507507507682e+01,3.094431460440476567e+00
3.515515515515515688e+01,3.101320624026775441e+00
3.523523523523523693e+01,3.108093133227472826e+00
3.531531531531531698e+01,3.114749286160620301e+00
3.539539539539539703e+01,3.121290658418041986e+00
3.547547547547547708e+01,3.127720057462648473e+00
3.555555555555555713e+01,3.134041465941443505e+00
3.563563563563563719e+01,3.140259974737236170e+00
3.571571571571571724e+01,3.146381706663915701e+00
3.579579579579579729e+01,3.152413731781047446e+00
3.587587587587587734e+01,3.158363975363208009e+00
3.595595595595595739e+01,3.164241119607395181e+00
3.603603603603603744e+01,3.170054500198039360e+00
3.611611611611611750e+01,3.175813998873307398e+00
3.619619619619619755e+01,3.181529933148786071e+00
3.627627627627627760e+01,3.187212944355227506e+00
3.635635635635635765e+01,3.192873885136248813e+00
3.643643643643643770e+01,3.198523707530027682e+00
3.651651651651651775e+01,3.204173352726551016e+00
3.659659659659659781e+01,3.209833643549545368e+00
3.667667667667667786e+01,3.215515180660382111e+00
3.675675675675675791e+01,3.221228243420818149e+00
3.683683683683683796e+01,3.226982696283186236e+00
3.691691691691691801e+01,3.232787901501426475e+00
3.699699699699699806e+01,3.238652638875078260e+00
3.707707707707707812e+01,3.244585033152003195e+00
3.715715715715715817e+01,3.250592489625089510e+00
3.723723723723723822e+01,3.256681638364551379e+00
3.731731731731731827e+01,3.262858287431671833e+00
3.739739739739739832e+01,3.269127385322899482e+00
3.747747747747747837e+01,3.275492992796149139e+00
3.755755755755755843e+01,3.281958264134854808e+00
3.763763763763763848e+01,3.288525437810823515e+00
3.771771771771771853e+01,3.295195836414998691e+00
3.779779779779779858e+01,3.301969875636816543e+00
3.787787787787787863e+01,3.308847081988681271e+00
3.795795795795795868e+01,3.315826118892899910e+00
3.803803803803803874e+01,3.322904820674903892e+00
3.811811811811811879e+01,3.330080233939323620e+00
3.819819819819819884e+01,3.337348665744995557e+00
3.827827827827827889e+01,3.344705737941667145e+00
3.835835835835835894e+01,3.352146446985444950e+00
3.843843843843843899e+01,3.359665228512135560e+00
3.851851851851851904e+01,3.367256025917723328e+00
3.859859859859859910e+01,3.374912362173491776e+00
3.867867867867867915e+01,3.382627414089676599e+00
3.875875875875875920e+01,3.390394088236010184e+00
3.883883883883883925e+01,3.398205097729941393e+00
3.891891891891891930e+01,3.406053039113506209e+00
3.899899899899899935e+01,3.413930468557386355e+00
3.907907907907907941e+01,3.421829976655479388e+00
3.915915915915915946e+01,3.429744261104655578e+00
3.923923923923923951e+01,3.437666196602048529e+00
3.931931931931931956e+01,3.445588901335535414e+00
3.939939939939939961e+01,3.453505799491539019e+00
3.947947947947947966e+01,3.461410679257292511e+00
3.955955955955955972e+01,3.469297745851628534e+00
3.963963963963963977e+01,3.477161669178495451e+00
3.971971971971971982e+01,3.484997625760177797e+00
3.979979979979979987e+01,3.492801334671822300e+00
3.987987987987987992e+01,3.500569087264729262e+00
3.995995995995995997e+01,3.508297770532284865e+00
4.004004004004004003e+01,3.515984884038634295e+00
4.012012012012012008e+01,3.523628550395708103e+00
4.020020020020020013e+01,3.531227519338273169e+00
4.028028028028028018e+01,3.538781165508711357e+00
4.036036036036036023e+01,3.546289480122735593e+00
4.044044044044044028e+01,3.553753056743620409e+00
4.052052052052052034e+01,3.561173071445292493e+00
4.060060060060060039e+01,3.568551257693433509e+00
4.068068068068068044e+01,3.575889876318064875e+00
4.076076076076076049e+01,3.583191680990726269e+00
4.084084084084084054e+01,3.590459879653952857e+00
4.092092092092092059e+01,3.597698092380095858e+00
4.100100100100100065e+01,3.604910306160481248e+00
4.108108108108108070e+01,3.612100827144352433e+00
4.116116116116116075e+01,3.619274230859844454e+00
4.124124124124124080e+01,3.626435310956596769e+00
4.132132132132132085e+01,3.633589027011373318e+00
4.140140140140140090e+01,3.640740451934450839e+00
4.148148148148148096e+01,3.647894719505753613e+00
4.156156156156156101e+01,3.655056972555834616e+00
4.164164164164164106e+01,3.662232312288219660e+00
4.172172172172172111e+01,3.669425749216604693e+00
4.180180180180180116e+01,3.676642156163134167e+00
4.188188188188188121e+01,3.683886223733113141e+00
4.196196196196196126e+01,3.691162418647141674e+00
4.204204204204204132e+01,3.698474945274411674e+00
4.212212212212212137e+01,3.705827710671106168e+00
4.220220220220220142e+01,3.713224293386045094e+00
4.228228228228228147e+01,3.720667916252243135e+00
4.236236236236236152e+01,3.728161423338523406e+00
4.244244244244244157e+01,3.735707261190084338e+00
4.252252252252252163e+01,3.743307464441492094e+00
4.260260260260260168e+01,3.750963645840440286e+00
4.268268268268268173e+01,3.758676990676076635e+00
4.276276276276276178e+01,3.766448255562403702e+00
4.284284284284284183e+01,3.774277771485384125e+00
4.292292292292292188e+01,3.782165450982440724e+00
4.300300300300300194e+01,3.790110799285341781e+00
4.308308308308308199e+01,3.798112929222355216e+00
4.316316316316316204e+01,3.806170579643205265e+00
4.324324324324324209e+01,3.814282137101266290e+00
4.332332332332332214e+01,3.822445660501484710e+00
4.340340340340340219e+01,3.830658908400188079e+00
4.348348348348348225e+01,3.838919368624201134e+00
4.356356356356356230e+01,3.847224289861643776e+00
4.364364364364364235e+01,3.855570714865582893e+00
4.372372372372372240e+01,3.863955514904316768e+00
4.380380380380380245e+01,3.872375425088401268e+00
4.388388388388388250e+01,3.880827080204685142e+00
4.396396396396396256e+01,3.889307050691404477e+00
4.404404404404404261e+01,3.897811878395614826e+00
4.412412412412412266e+01,3.906338111764983356e+00
4.420420420420420271e+01,3.914882340139759886e+00
4.428428428428428276e+01,3.923441226827567796e+00
4.436436436436436281e+01,3.932011540663254312e+00
4.444444444444444287e+01,3.940590185778008347e+00
4.452452452452452292e+01,3.949174229326238184e+00
4.460460460460460297e+01,3.957760926944826618e+00
4.468468468468468302e+01,3.966347745747118569e+00
4.476476476476476307e+01,3.974932384683047992e+00
4.484484484484484312e+01,3.983512792126841173e+00
4.492492492492492318e+01,3.992087180584367179e+00
4.500500500500500323e+01,4.000654038443268057e+00
4.508508508508508328e+01,4.009212138719996155e+00
4.516516516516516333e+01,4.017760544788644417e+00
4.524524524524524338e+01,4.026298613106654045e+00
4.532532532532532343e+01,4.034825992981751597e+00
4.540540540540540349e+01,4.043342623452639728e+00
4.548548548548548354e+01,4.051848727382804327e+00
4.556556556556556359e+01,4.060344802891890481e+00
4.564564564564564364e+01,4.068831612272505005e+00
4.572572572572572369e+01,4.077310168561614212e+00
4.580580580580580374e+01,4.085781719954818314e+00
4.588588588588588379e+01,4.094247732268689433e+00
4.596596596596596385e+01,4.102709869670714049e+00
4.604604604604604390e+01,4.111169973908295638e+00
4.612612612612612395e+01,4.119630042277609761e+00
4.620620620620620400e+01,4.128092204579844271e+00
4.628628628628628405e+01,4.136558699316447374e+00
4.636636636636636410e+01,4.145031849376599631e+00
